user;month;x_f1;x_f2;x_f3;
dom2_1;10;39.61899997;73.566;42.31650004;155.5015
dom2_1;11;31.75399994;52.03999998;41.34899995;125.1429999
dom2_1;12;34.20100004;38.08899999;38.43299996;110.723
bta5_10;1;324.173;49.48599986;16.5180001;390.177
bta5_10;2;315.0850001;49.04400008;14.08899985;378.218
bta5_10;3;368.51;45.74700015;15.32999982;429.587
bta5_10;4;351.7729998;53.65700018;13.45699998;418.887
bta5_10;5;347.8499998;53.2539999;15.30599986;416.4099996
bta5_10;6;410.3489999;67.94099983;17.09799977;495.3879995
bta5_10;7;338.6730002;60.85099986;18.14399996;417.668
bta5_10;9;376.5760002;61.45100022;15.59200003;453.6190005
bta5_10;10;398.6420002;78.27599989;14.28749986;491.2055
bta5_10;11;367.545;62.12100008;13.33799987;443.004
bta5_3;1;1260.337;458.7239995;704.3470003;2423.408
bta5_3;2;1184.868999;468.7379996;570.6440009;2224.251
